,Player,Club,POS,GP,GS,MINS,G,A,SHTS,SOG,GWG,PKG/A,HmG,RdG,G/90min,SC%,GWA,HmA,RdA,A/90min,FC,FS,OFF,YC,RC,SOG%,Year,Season,Postseason,Base Salary,Base Guaranteed Comp.
3186,rodney wallace,POR,D,17,12,1058,5,1,24,11,2,0/0,2,3,0.43,20.8,0,1,0,0.09,25,12,6,2,0,45.83,2014,reg,0,150000,175000
3187,alan gordon,LA ,F,29,11,1176,5,1,39,17,1,0/0,3,2,0.38,12.8,0,1,0,0.08,33,35,13,3,0,43.59,2014,reg,1,185000,206666.67
3188,jairo arrieta,CLB,F,23,14,1236,5,1,44,16,2,1/1,3,2,0.36,11.4,0,0,1,0.07,26,14,21,1,0,36.36,2014,reg,1,135000,135000
3190,brad davis,HOU,M,25,25,2071,4,11,39,15,0,1/2,1,3,0.17,10.3,4,7,4,0.48,23,30,6,1,0,38.46,2014,reg,0,345000,392062.5
3191,lloyd sam,NY ,M-F,32,32,2832,4,9,37,16,2,0/0,4,0,0.13,10.8,3,5,4,0.29,30,60,7,6,0,43.24,2014,reg,1,136500,136500
3192,benny feilhaber,KC ,M,31,30,2607,4,6,47,13,1,0/0,1,3,0.14,8.5,1,3,3,0.21,44,73,1,6,0,27.66,2014,reg,0,325000,337187.5
3193,teal bunbury,NE,F,31,28,2446,4,6,53,28,1,0/0,3,1,0.15,7.5,1,3,3,0.22,48,27,8,5,0,52.83,2014,reg,1,135000,233000
3194,ricardo clark,HOU,M,25,24,2087,4,4,50,15,1,0/0,2,2,0.17,8.0,1,4,0,0.17,33,18,3,5,0,30.0,2014,reg,0,288000,321750
3195,omar gonzalez,TOR,D,22,22,1902,4,2,18,10,1,0/0,2,2,0.19,22.2,0,0,2,0.09,28,19,1,5,1,55.56,2014,reg,1,1000000,1250000
3196,jevaughn watson,DAL,D,31,29,2481,4,2,29,8,2,0/0,2,2,0.15,13.8,0,2,0,0.07,43,20,6,4,2,27.59,2014,reg,1,110000,126875
3197,atiba harris,SJ ,D,24,19,1585,4,2,31,15,1,0/0,2,2,0.23,12.9,0,1,1,0.11,46,34,5,4,0,48.39,2014,reg,0,181500,189775
3198,kekuta manneh,CIN,F,29,13,1198,4,2,54,22,1,0/0,2,2,0.3,7.4,2,2,0,0.15,13,22,14,2,0,40.74,2014,reg,0,70000,99500
3199,ignacio piatti,MTL,M,6,6,450,4,1,16,7,1,0/0,3,1,0.8,25.0,0,1,0,0.2,3,9,0,2,0,43.75,2014,reg,0,387500,387500
3201,patrick mullins,TOR,F,21,14,1198,4,1,37,16,1,0/0,2,2,0.3,10.8,0,1,0,0.08,26,27,8,1,0,43.24,2014,reg,1,70000,100000
3202,jackson goncalves,TOR,M,26,21,1842,4,1,54,19,1,0/0,3,1,0.2,7.4,1,1,0,0.05,36,32,5,5,1,35.19,2014,reg,0,150000,202500
3203,david texeira,DAL,F,19,9,839,4,0,19,10,1,0/0,4,0,0.43,21.1,0,0,0,0.0,21,22,4,3,0,52.63,2014,reg,1,338000,338000
3204,marcelo sarvas,LA ,M,28,25,2218,3,11,39,15,0,0/1,3,0,0.12,7.7,4,6,5,0.45,57,43,1,6,0,38.46,2014,reg,1,192500,192500
3205,gonzalo pineda,SEA,M,28,24,2233,3,7,16,9,1,3/3,2,1,0.12,18.8,4,3,4,0.28,39,43,0,9,0,56.25,2014,reg,1,80000,80000
3207,sheanon williams,PHI,D-M,24,23,2088,3,4,17,6,1,0/0,3,0,0.13,17.6,3,2,2,0.17,24,34,0,2,0,35.29,2014,reg,0,125000,130500
3208,charlie davies,NE ,F,18,13,1143,3,4,17,8,1,0/0,2,1,0.24,17.6,2,2,2,0.31,17,15,9,3,0,47.06,2014,reg,1,75000,78940.63
3209,jonathan osorio,TOR,M,27,24,2039,3,4,17,6,0,0/0,1,2,0.13,17.6,2,2,2,0.18,16,35,3,1,1,35.29,2014,reg,0,135000,142599.68
3210,kenny cooper,SEA,F,22,12,989,3,4,29,9,1,0/0,2,1,0.27,10.3,1,1,3,0.36,18,17,8,1,0,31.03,2014,reg,1,200000,265625
3211,dillon serna,COL,M,27,18,1623,3,4,39,14,0,0/0,0,3,0.17,7.7,2,2,2,0.22,15,15,9,2,0,35.9,2014,reg,0,52500,65500
3212,mauro diaz,DAL,M,17,9,917,3,3,20,6,2,0/0,2,1,0.29,15.0,1,1,2,0.29,11,35,1,2,0,30.0,2014,reg,1,325000,411000
3213,dax mccarty,NSH,M,31,29,2661,3,3,24,7,0,0/0,2,1,0.1,12.5,1,2,1,0.1,26,36,3,2,0,29.17,2014,reg,1,200000,242500
3215,omar cummings,HOU,F,26,14,1270,3,3,35,14,1,0/0,2,1,0.21,8.6,1,3,0,0.21,12,7,13,0,0,40.0,2014,reg,0,250000,264000
3216,kyle beckerman,RSL,M,28,28,2520,3,3,49,21,0,0/0,1,2,0.11,6.1,1,2,1,0.11,38,19,0,4,0,42.86,2014,reg,1,350000,378750
3217,cordell cato,SJ ,F,27,16,1577,3,2,20,8,0,0/0,2,1,0.17,15.0,0,1,1,0.11,14,12,3,2,0,40.0,2014,reg,0,50400,50400
3218,danny cruz,PHI,M-F,26,16,1352,3,2,35,16,1,0/0,1,2,0.2,8.6,0,2,0,0.13,27,23,2,3,0,45.71,2014,reg,0,125000,131666.67
3219,yannick djalo,SJ ,M,18,13,1136,3,2,36,7,2,0/0,3,0,0.24,8.3,0,2,0,0.16,11,36,1,2,0,19.44,2014,reg,0,200000,300000
3220,maurice edu,PHI,M,31,31,2789,3,2,37,9,0,1/1,1,2,0.1,8.1,0,0,2,0.06,46,41,0,5,1,24.32,2014,reg,0,650000,650000
3221,andy rose,VAN,M,16,5,552,3,1,8,6,2,0/0,1,2,0.49,37.5,0,1,0,0.16,3,2,0,0,0,75.0,2014,reg,1,48825,48825
3222,chris schuler,RSL,D,25,25,2154,3,1,14,6,0,0/0,3,0,0.13,21.4,0,1,0,0.04,32,9,0,4,0,42.86,2014,reg,1,145000,162000
3224,matt hedges,DAL,D,32,32,2790,3,1,19,6,0,0/0,2,1,0.1,15.8,1,1,0,0.03,29,17,2,4,0,31.58,2014,reg,1,120000,120000
3226,gabriel torres,PAN,M-F,23,11,1090,3,1,26,12,0,1/1,2,1,0.25,11.5,0,0,1,0.08,5,18,17,2,0,46.15,2014,reg,0,250000,262500
3227,soony saad,KC ,F,22,9,906,3,1,31,12,1,0/0,1,2,0.3,9.7,0,1,0,0.1,14,13,0,1,0,38.71,2014,reg,0,51150,51150
3228,robert earnshaw,CHI,F,5,1,174,3,0,10,6,1,0/0,1,2,1.55,30.0,0,0,0,0.0,2,1,3,0,0,60.0,2014,reg,0,204000,206250
3229,felix borja,CHV,F,12,12,1009,3,0,24,12,3,0/0,3,0,0.27,12.5,0,0,0,0.0,14,14,11,0,0,50.0,2014,reg,0,48504,48504
3230,olmes garcia,RSL,F,23,12,1191,3,0,31,12,1,0/0,2,1,0.23,9.7,0,0,0,0.0,27,28,10,4,0,38.71,2014,reg,1,125000,125000
3231,cristian maidana,PHI,M,26,23,1889,2,11,36,11,1,0/0,0,2,0.1,5.6,2,8,3,0.52,4,22,2,0,1,30.56,2014,reg,0,185000,198750
3232,eric alexander,NY ,M,34,30,2641,2,9,25,12,1,0/0,1,1,0.07,8.0,2,7,2,0.31,11,28,1,3,0,48.0,2014,reg,1,115000,128750
3233,diego chara,POR,M,31,31,2745,2,5,9,5,0,0/0,2,0,0.07,22.2,3,2,3,0.16,83,52,1,8,0,55.56,2014,reg,0,170000,170000
3234,dominic oduro,CLB,M,35,23,2107,2,5,39,13,0,0/0,1,1,0.09,5.1,1,1,4,0.21,16,60,15,3,0,33.33,2014,reg,0,250000,251666.67
3235,nick deleon,TOR,M,32,31,2707,2,5,47,18,0,0/0,0,2,0.07,4.3,0,4,1,0.17,31,25,1,3,0,38.3,2014,reg,1,85690,120690
3236,jermaine jones,NE ,M,10,7,613,2,4,17,7,2,0/0,1,1,0.29,11.8,2,3,1,0.59,11,13,1,3,0,41.18,2014,reg,1,3000000,3252500
3237,andres escobar,DAL,F,23,18,1590,2,4,23,8,1,0/0,2,0,0.11,8.7,1,3,1,0.23,16,52,2,0,0,34.78,2014,reg,1,625000,647000
3238,michael bradley,TOR,M,25,25,2198,2,4,52,12,2,0/1,1,1,0.08,3.8,1,2,2,0.16,26,28,0,6,0,23.08,2014,reg,0,6000000,6500000
3239,nick hagglund,CIN,D,25,23,2088,2,3,22,6,0,0/0,2,0,0.09,9.1,0,1,2,0.13,22,21,2,2,2,27.27,2014,reg,0,48500,48500
3240,ned grabavoy,RSL,M,33,30,2711,2,3,28,10,2,0/0,2,0,0.07,7.1,0,2,1,0.1,29,45,5,2,0,35.71,2014,reg,1,160000,175000
3241,paulo nagamura,KC ,M,21,21,1745,2,3,28,10,0,0/0,1,1,0.1,7.1,0,2,1,0.15,31,22,5,5,0,35.71,2014,reg,0,220000,220000
3242,vincent nogueira,PHI,M,29,28,2498,2,3,59,14,0,0/0,2,0,0.07,3.4,0,2,1,0.11,14,43,10,1,0,23.73,2014,reg,0,330000,330000
3243,alvas powell,MIA,D,15,11,1052,2,2,14,7,1,0/0,1,1,0.17,14.3,0,1,1,0.17,21,10,1,1,1,50.0,2014,reg,0,48828,48828
3244,luis gil,RSL,M,26,16,1386,2,2,20,6,0,0/0,1,1,0.13,10.0,1,1,1,0.13,12,12,1,0,0,30.0,2014,reg,1,220000,315083.33
3245,jacob peterson,KC ,F,22,13,1301,2,2,24,10,2,0/0,1,1,0.14,8.3,1,1,1,0.14,12,15,3,2,0,41.67,2014,reg,0,110000,114833.33
3246,tim cahill,NY ,M,23,18,1516,2,2,26,8,0,0/0,2,0,0.12,7.7,0,1,1,0.12,51,17,8,4,1,30.77,2014,reg,1,3500000,3625000
3247,amobi okugo,PHI,D-M,32,31,2798,2,2,31,7,0,0/0,1,1,0.06,6.5,0,1,1,0.06,39,20,0,3,1,22.58,2014,reg,0,145000,228000
3248,khari stephenson,SJ ,M,19,11,1080,2,2,34,8,1,1/1,2,0,0.17,5.9,1,1,1,0.17,15,12,1,0,0,23.53,2014,reg,0,65004,68336.02
3249,brian brown,PHI,F,8,1,230,2,1,5,3,0,0/0,1,1,0.78,40.0,0,1,0,0.39,2,4,1,0,0,60.0,2014,reg,0,48504,53004
3250,victor bernardez,SJ ,D,26,25,2231,2,1,8,4,0,0/0,2,0,0.08,25.0,0,1,0,0.04,29,22,1,6,0,50.0,2014,reg,0,100008,141608
3251,mark sherrod,HOU,F,9,3,223,2,1,9,2,0,0/0,2,0,0.81,22.2,1,1,0,0.4,5,1,3,1,0,22.22,2014,reg,0,48504,48504
3252,liam ridgewell,POR,D,15,15,1350,2,1,10,4,0,0/0,1,1,0.13,20.0,1,0,1,0.07,16,14,2,3,0,40.0,2014,reg,0,1200000,1200000
3254,lawrence olum,KC ,D,25,21,1853,2,1,14,4,2,0/0,1,1,0.1,14.3,0,1,0,0.05,18,4,1,6,0,28.57,2014,reg,0,48825,48825
3255,drew moor,COL,D,23,23,1994,2,1,15,7,0,0/0,1,1,0.09,13.3,0,0,1,0.05,16,19,2,2,0,46.67,2014,reg,0,235000,247000
3256,sanna nyassi,CHI,M,14,10,739,2,1,18,7,0,0/0,0,2,0.24,11.1,0,1,0,0.12,23,22,6,2,0,38.89,2014,reg,0,147000,154625
3257,leo fernandes,PHI,M,13,7,697,2,1,20,7,0,0/0,0,2,0.26,10.0,1,1,0,0.13,8,15,4,0,0,35.0,2014,reg,0,48500,48500
3258,aj soares,NE ,D,32,32,2806,2,1,21,4,0,0/0,1,1,0.06,9.5,0,1,0,0.03,44,30,1,5,1,19.05,2014,reg,1,119180,159180
3260,edson buddle,COL,F,18,12,1116,2,1,33,9,1,0/0,1,1,0.16,6.1,1,1,0,0.08,24,13,3,1,0,27.27,2014,reg,0,325000,325000
3261,maxim tissot,MTL,D,20,7,762,2,0,10,4,0,0/0,1,1,0.24,20.0,0,0,0,0.0,7,13,4,2,0,40.0,2014,reg,0,48500,48500
3262,pedro ribeiro,PHI,M-F,9,3,351,2,0,11,3,1,0/0,2,0,0.51,18.2,0,0,0,0.0,6,5,2,0,0,27.27,2014,reg,0,36504,36504
3263,marvin chavez,CHV,M,16,8,742,2,0,11,3,1,0/0,0,2,0.24,18.2,0,0,0,0.0,18,17,6,2,1,27.27,2014,reg,0,200000,200000
3264,nicolas mezquida,COL,F-M,14,4,418,2,0,11,5,0,0/0,0,2,0.43,18.2,0,0,0,0.0,11,6,1,0,0,45.45,2014,reg,0,65000,65000
3265,claudio bieler,KC ,F,13,4,421,2,0,12,3,0,0/0,1,1,0.43,16.7,0,0,0,0.0,9,7,4,1,0,25.0,2014,reg,0,225000,225000
3266,kendall waston,CIN,D,10,9,821,2,0,12,2,1,0/0,2,0,0.22,16.7,0,0,0,0.0,18,9,0,5,0,16.67,2014,reg,0,199992,201242
3267,adam bedell,CLB,F,16,7,632,2,0,14,10,0,0/0,1,1,0.28,14.3,0,0,0,0.0,12,5,6,0,0,71.43,2014,reg,1,36504,36504
3268,cj sapong,CHI,F,20,7,811,2,0,14,5,0,0/0,1,1,0.22,14.3,0,0,0,0.0,21,22,4,1,0,35.71,2014,reg,0,95000,112000
3269,issey nakajimafarran,MTL,M,18,7,775,2,0,17,5,0,0/0,0,2,0.23,11.8,0,0,0,0.0,13,15,4,1,1,29.41,2014,reg,0,90000,110000
3270,jordan harvey,LAFC,D,33,33,2939,2,0,17,4,1,0/0,1,1,0.06,11.8,0,0,0,0.0,33,26,4,6,1,23.53,2014,reg,0,123750,123750
3271,kamani hill,COL,F,15,11,866,2,0,17,7,1,0/0,2,0,0.21,11.8,0,0,0,0.0,17,16,1,2,0,41.18,2014,reg,0,48825,48825
3272,juan luis anangono,CHI,F,15,4,472,2,0,18,5,0,0/1,2,0,0.38,11.1,0,0,0,0.0,10,13,4,0,0,27.78,2014,reg,0,175000,175000
3273,davy arnaud,DC ,M,31,30,2626,2,0,21,6,1,0/0,1,1,0.07,9.5,0,0,0,0.0,47,53,2,8,0,28.57,2014,reg,1,212500,212500
3274,aurelien collin,PHI,D,26,25,2104,2,0,24,6,0,0/0,2,0,0.09,8.3,0,0,0,0.0,42,27,11,2,2,25.0,2014,reg,0,275000,281250
3275,sam cronin,SJ ,M,31,30,2627,2,0,26,6,0,0/0,1,1,0.07,7.7,0,0,0,0.0,36,18,1,5,0,23.08,2014,reg,0,185000,187500
3276,shea salinas,SJ,M,31,30,2470,1,8,26,9,0,0/0,1,0,0.04,3.8,2,5,3,0.29,31,30,4,3,1,34.62,2014,reg,0,130000,133333.33
3277,darlington nagbe,CLB,M,32,30,2681,1,7,42,17,1,0/0,0,1,0.03,2.4,2,4,3,0.23,13,93,4,0,0,40.48,2014,reg,0,250000,260000
3278,chris tierney,NE ,D-M,24,21,1930,1,5,21,9,1,0/1,0,1,0.05,4.8,2,3,2,0.23,11,9,0,4,0,42.86,2014,reg,1,100000,103333.33
3279,hector jimenez,CLB,M,24,19,1694,1,5,23,6,0,0/0,1,0,0.05,4.3,1,1,4,0.27,17,14,5,2,0,26.09,2014,reg,1,75000,75000
3280,wil trapp,MIA,M,28,28,2486,1,4,11,3,0,0/0,0,1,0.04,9.1,2,4,0,0.14,37,23,0,6,2,27.27,2014,reg,1,125000,152000
3281,sean franklin,DC ,D,29,28,2532,1,4,16,3,0,0/0,1,0,0.04,6.3,2,2,2,0.14,19,15,5,0,0,18.75,2014,reg,1,178333.32,209999.99
3282,kevin alston,NE ,D,11,9,683,1,3,3,2,1,0/0,1,0,0.13,33.3,1,1,2,0.4,10,7,1,1,1,66.67,2014,reg,1,125000,143333.33
3283,patrick nyarko,CHI,F-M,17,9,846,1,3,10,5,1,0/0,0,1,0.11,10.0,0,0,3,0.32,11,27,2,3,1,50.0,2014,reg,0,265000,284500
3284,marc burch,COL,D,22,21,1899,1,3,11,1,0,0/0,1,0,0.05,9.1,1,2,1,0.14,21,12,0,3,0,9.09,2014,reg,0,85000,85000
3285,calum mallace,MTL,M,23,12,1122,1,3,13,3,0,0/0,0,1,0.08,7.7,0,1,2,0.24,18,7,0,3,0,23.08,2014,reg,0,50848,65848
3286,chad marshall,SEA,D,31,31,2790,1,3,14,4,1,0/0,1,0,0.03,7.1,0,1,2,0.1,20,36,1,1,0,28.57,2014,reg,1,270000,286666.67
3287,bobby boswell,DC ,D,34,34,3045,1,3,19,5,1,0/0,1,0,0.03,5.3,1,2,1,0.09,36,11,1,2,0,26.32,2014,reg,1,189666.6,189666.6
3288,ben speas,CLB,M-F,13,8,704,1,3,20,3,0,0/0,1,0,0.13,5.0,0,2,1,0.38,1,8,1,0,0,15.0,2014,reg,1,65100,65100
3290,jorge villafana,POR,F,19,17,1577,1,2,4,1,0,0/0,0,1,0.06,25.0,2,1,1,0.11,23,21,1,1,0,25.0,2014,reg,0,72765,74431.67
3291,sebastian velasquez,RSL,M,10,1,222,1,2,4,2,0,0/0,1,0,0.41,25.0,1,1,1,0.81,5,6,0,0,0,50.0,2014,reg,1,48825,48825
3292,taylor kemp,DC ,D,13,12,1083,1,2,5,2,0,0/0,0,1,0.08,20.0,1,2,0,0.17,14,7,0,2,0,40.0,2014,reg,1,36504,36504
3293,darrius barnes,NE ,D,22,16,1628,1,2,6,2,0,0/0,0,1,0.06,16.7,2,1,1,0.11,29,11,0,4,0,33.33,2014,reg,1,80000,86666.67
3294,jose goncalves,NE ,D,27,27,2381,1,2,10,2,0,0/0,0,1,0.04,10.0,1,2,0,0.08,33,29,1,3,0,20.0,2014,reg,1,450000,479375
3295,grant ward,CHI,M,23,12,1051,1,2,15,4,0,0/0,0,1,0.09,6.7,1,1,1,0.17,14,20,2,2,0,26.67,2014,reg,0,48500,48500
3297,leandro barrera,CHV,M,32,24,2071,1,2,36,16,0,0/0,0,1,0.04,2.8,0,1,1,0.09,18,43,6,3,0,44.44,2014,reg,0,50000,50000
3298,kristopher tyrpak,CHV,F,9,0,156,1,1,1,1,0,0/0,1,0,0.58,100.0,0,0,1,0.58,1,2,1,1,0,100.0,2014,reg,0,36504,36504
3299,bradley orr,TOR,D,19,14,1144,1,1,3,2,0,0/0,0,1,0.08,33.3,1,1,0,0.08,9,12,0,1,0,66.67,2014,reg,0,75000,75000
3300,mamadou danso,MTL,D,13,12,1097,1,1,8,1,0,0/0,1,0,0.08,12.5,0,0,1,0.08,13,5,2,1,0,12.5,2014,reg,0,87500,87500
3302,hassoun camara,MTL,D,28,26,2365,1,1,11,4,0,0/0,0,1,0.04,9.1,0,1,0,0.04,56,29,1,11,1,36.36,2014,reg,0,215000,226625
3303,marlon hairston,MIN,M,22,9,988,1,1,12,4,0,0/0,1,0,0.09,8.3,0,1,0,0.09,12,21,3,1,0,33.33,2014,reg,0,70000,93000
3304,kalif alhassan,POR,M,15,5,590,1,1,14,4,0,0/0,1,0,0.15,7.1,0,1,0,0.15,6,15,0,1,0,28.57,2014,reg,0,120000,120000
3305,david horst,HOU,D,31,31,2653,1,1,15,1,1,0/0,0,1,0.03,6.7,1,1,0,0.03,37,26,0,3,1,6.67,2014,reg,0,70000,72750
3306,gershon koffie,VAN,M,21,17,1541,1,1,20,5,0,0/0,1,0,0.06,5.0,0,1,0,0.06,36,38,0,4,0,25.0,2014,reg,0,200000,211000
3307,matt watson,CHI,M,27,22,2034,1,1,25,9,0,0/0,1,0,0.04,4.0,0,0,1,0.04,26,19,2,4,0,36.0,2014,reg,0,71663,82664.99
3308,lovel palmer,CHI,D,30,29,2625,1,1,30,8,0,0/0,1,0,0.03,3.3,0,0,1,0.03,31,14,2,7,0,26.67,2014,reg,0,82500,87000
3309,steven lenhart,SJ ,F,11,10,905,1,1,31,12,0,0/0,0,1,0.1,3.2,0,0,1,0.1,16,42,5,5,0,38.71,2014,reg,0,250000,257500
3310,nick labrocca,COL,M,31,29,2584,1,1,32,7,1,0/0,1,0,0.03,3.1,0,0,1,0.03,38,28,1,9,0,21.88,2014,reg,0,135000,153333.33
3311,zach pfeffer,PHI,M,5,1,98,1,0,2,2,0,0/0,0,1,0.92,50.0,0,0,0,0.0,4,3,1,0,0,100.0,2014,reg,0,75000,85000
3312,warren creavalle,PHI,M,26,17,1502,1,0,3,3,0,0/0,1,0,0.06,33.3,0,0,0,0.0,25,19,0,4,0,100.0,2014,reg,0,90000,100500
3313,jerry bengtson,HON,F,7,1,238,1,0,4,1,0,0/0,1,0,0.38,25.0,0,0,0,0.0,9,6,6,1,0,25.0,2014,reg,1,144000,144000
3314,carlos salcedo,RSL,D,12,8,800,1,0,4,2,0,0/0,1,0,0.11,25.0,0,0,0,0.0,10,5,0,2,0,50.0,2014,reg,1,48500,48500
3315,john neeskens,COL,D,5,3,273,1,0,5,1,0,0/0,0,1,0.33,20.0,0,0,0,0.0,5,6,0,0,0,20.0,2014,reg,0,42504,42504
3316,ruben bover,NY ,M,15,2,243,1,0,5,4,1,0/0,1,0,0.37,20.0,0,0,0,0.0,6,4,1,1,0,80.0,2014,reg,1,36500,36500
3317,carlyle mitchell,VAN,D,8,8,720,1,0,5,2,0,0/0,1,0,0.13,20.0,0,0,0,0.0,7,3,0,2,0,40.0,2014,reg,0,48825,50075
3318,zach loyd,DAL,D,29,28,2414,1,0,5,2,0,0/0,1,0,0.04,20.0,0,0,0,0.0,20,25,1,2,1,40.0,2014,reg,1,155000,176666.67
3321,jhon kennedy hurtado,CHI,D,25,24,2082,1,0,6,3,0,0/0,0,1,0.04,16.7,0,0,0,0.0,37,17,0,3,1,50.0,2014,reg,0,210000,210000
3322,chris pontius,DC ,M,6,3,276,1,0,6,4,0,0/0,1,0,0.33,16.7,0,0,0,0.0,1,6,1,0,0,66.67,2014,reg,1,350000,381000
3323,shane oneill,SEA,D,21,21,1890,1,0,6,4,0,0/0,1,0,0.05,16.7,0,0,0,0.0,25,12,0,6,0,66.67,2014,reg,0,56250,67750
3324,thomas mcnamara,HOU,M,6,6,467,1,0,6,3,0,0/0,1,0,0.19,16.7,0,0,0,0.0,6,6,0,1,0,50.0,2014,reg,0,48500,60000
3327,bobby burling,CHV,D,22,20,1807,1,0,8,1,1,0/0,1,0,0.05,12.5,0,0,0,0.0,29,16,0,7,1,12.5,2014,reg,0,115000,122500
3329,saer sene,NE ,M,15,5,485,1,0,9,4,0,0/0,1,0,0.19,11.1,0,0,0,0.0,3,3,4,1,0,44.44,2014,reg,1,152145,163682.54
3331,agustin pelletieri,CHV,M,27,22,1684,1,0,10,4,0,0/0,0,1,0.05,10.0,0,0,0,0.0,36,4,1,4,1,40.0,2014,reg,0,90000,90000
3332,nat borchers,RSL,D,32,32,2856,1,0,12,3,0,0/0,0,1,0.03,8.3,0,0,0,0.0,19,14,1,3,1,25.0,2014,reg,1,225000,236968.75
3333,ryan finley,CHV,F,16,4,437,1,0,13,4,0,1/1,1,0,0.21,7.7,0,0,0,0.0,4,9,2,0,0,30.77,2014,reg,0,51150,78650
3334,doneil henry,TOR,D,21,19,1802,1,0,14,3,1,0/0,1,0,0.05,7.1,0,0,0,0.0,37,18,1,8,0,21.43,2014,reg,0,75000,87083.33
3335,benji joya,CHI,M,12,9,651,1,0,16,3,0,0/0,0,1,0.14,6.3,0,0,0,0.0,16,12,1,2,0,18.75,2014,reg,0,48504,53504
3338,robbie findley,RSL,F,16,8,764,1,0,24,9,0,0/0,1,0,0.12,4.2,0,0,0,0.0,11,21,3,0,0,37.5,2014,reg,1,215000,245500
3339,mauro rosales,CHV,M,32,26,2366,0,11,28,7,0,0/0,0,0,0.0,0.0,3,5,6,0.42,32,73,2,5,0,25.0,2014,reg,0,450000,450000
3340,justin mapp,MTL,M,23,20,1726,0,8,25,8,0,0/0,0,0,0.0,0.0,0,4,4,0.42,11,24,6,1,0,32.0,2014,reg,0,162250,174750
3341,waylon francis,CLB,D,24,24,2111,0,6,11,3,0,0/0,0,0,0.0,0.0,1,3,3,0.26,32,12,4,5,1,27.27,2014,reg,1,125000,153875
3342,tony tchani,CLB,M,33,33,2942,0,6,35,8,0,0/0,0,0,0.0,0.0,2,2,4,0.18,56,46,0,7,0,22.86,2014,reg,1,150000,175000
3343,dan gargan,LA ,D,29,27,2400,0,5,7,1,0,0/0,0,0,0.0,0.0,1,0,5,0.19,37,21,1,7,1,14.29,2014,reg,1,48500,48500
3344,brad evans,SEA,D-M,26,22,1896,0,5,8,2,0,0/0,0,0,0.0,0.0,1,1,4,0.24,28,24,1,4,0,25.0,2014,reg,1,267665,293666.25
3345,kofi sarkodie,HOU,D,32,32,2872,0,4,5,1,0,0/0,0,0,0.0,0.0,2,3,1,0.13,43,34,1,7,1,20.0,2014,reg,0,150000,195500
3346,deandre yedlin,USA,D,25,25,2220,0,4,7,2,0,0/0,0,0,0.0,0.0,1,2,2,0.16,45,25,0,4,0,28.57,2014,reg,1,80000,92000
3347,jair benitez,DAL,D,26,19,1716,0,4,10,2,0,0/0,0,0,0.0,0.0,0,3,1,0.21,16,32,2,1,0,20.0,2014,reg,1,97875,97875
3348,daigo kobayashi,NE ,M,34,23,1867,0,4,24,6,0,0/0,0,0,0.0,0.0,2,2,2,0.19,21,23,0,4,0,25.0,2014,reg,1,125000,136666.67
3349,juninho,LA ,M,34,31,2758,0,4,55,15,0,0/0,0,0,0.0,0.0,1,1,3,0.13,35,29,0,3,0,27.27,2014,reg,1,325000,325000
3350,kosuke kimura,NY ,D,13,10,884,0,3,0,0,0,0/0,0,0,0.0,0.0,1,2,1,0.31,12,7,1,0,0,,2014,reg,1,105000,105000
3351,steven beitashour,VAN,D,27,27,2371,0,3,3,0,0,0/0,0,0,0.0,0.0,1,2,1,0.11,23,33,1,3,0,0.0,2014,reg,0,170000,177166.67
3352,chris korb,DC ,D,19,15,1376,0,3,4,2,0,0/0,0,0,0.0,0.0,2,3,0,0.2,15,6,0,3,0,50.0,2014,reg,1,90000,97298.33
3353,martin rivero,CHV,M,7,6,577,0,3,4,1,0,0/0,0,0,0.0,0.0,0,0,3,0.47,9,12,0,1,0,25.0,2014,reg,0,50004,50004
3354,kevin ellis,KC ,D,20,16,1538,0,3,6,1,0,0/0,0,0,0.0,0.0,2,2,1,0.18,22,14,0,3,0,16.67,2014,reg,0,48825,49575
3356,justin morrow,TOR,D,31,30,2676,0,3,8,1,0,0/0,0,0,0.0,0.0,0,0,3,0.1,29,22,4,6,0,12.5,2014,reg,0,160000,169562.5
3357,chris wingert,RSL,D,30,30,2537,0,3,8,2,0,0/0,0,0,0.0,0.0,1,2,1,0.11,29,15,0,6,0,25.0,2014,reg,1,163590,170590
3358,corey ashe,HOU,M,21,20,1879,0,3,8,2,0,0/0,0,0,0.0,0.0,0,2,1,0.14,11,24,0,2,0,25.0,2014,reg,0,165000,174750
3359,roy miller,NY ,D,23,22,1943,0,3,10,0,0,0/0,0,0,0.0,0.0,0,3,0,0.14,26,9,2,2,0,0.0,2014,reg,1,200000,200000
3360,patrice bernier,MTL,M,26,20,1802,0,3,11,2,0,0/1,0,0,0.0,0.0,0,2,1,0.15,32,20,0,2,0,18.18,2014,reg,0,165000,205000
3361,steve zakuani,POR,M,17,9,739,0,3,19,3,0,0/0,0,0,0.0,0.0,0,2,1,0.37,4,14,9,0,0,15.79,2014,reg,0,120000,120000
3362,sal zizzo,KC ,D,19,13,1097,0,3,19,7,0,0/0,0,0,0.0,0.0,0,1,2,0.25,8,9,0,0,0,36.84,2014,reg,0,77000,91045.71
3363,aj delagarza,MIA,D,29,28,2491,0,2,2,2,0,0/0,0,0,0.0,0.0,0,2,0,0.07,24,31,0,4,0,100.0,2014,reg,1,132500,155000
3364,michael harrington,POR,D,25,21,1749,0,2,3,0,0,0/0,0,0,0.0,0.0,0,1,1,0.1,22,7,0,1,1,0.0,2014,reg,0,125000,125000
