,Player,Club,POS,GP,GS,MINS,G,A,SHTS,SOG,GWG,PKG/A,HmG,RdG,G/90min,SC%,GWA,HmA,RdA,A/90min,FC,FS,OFF,YC,RC,SOG%,Year,Season,Base Salary,Base Guaranteed Comp.
4836,derrick jones,NSH,M,18,9,912,0,2,9,3,0,0/0,0,0,0.0,0.0,1,2,0,0.2,14,21,0,2,0,33.33,2020,reg,125000,147969
4837,nouhou tolo,SEA,D,22,16,1402,0,2,10,3,0,0/0,0,0,0.0,0.0,1,0,2,0.13,21,21,1,1,0,30.0,2020,reg,88200,108200
4839,ben sweat,MIA,D,22,20,1675,0,2,10,5,0,0/0,0,0,0.0,0.0,1,2,0,0.11,19,8,1,6,0,50.0,2020,reg,250000,250000
4841,marvin loria,POR,M,17,9,712,0,2,15,6,0,0/0,0,0,0.0,0.0,0,1,1,0.25,10,15,3,0,0,40.0,2020,reg,81375,81375
4842,ronald matarrita,NYC,D,21,19,1649,0,2,16,3,0,0/0,0,0,0.0,0.0,0,1,1,0.11,31,10,2,2,0,18.75,2020,reg,350000,470000
4843,andres perea,ORL,M,23,11,1190,0,2,16,3,0,0/0,0,0,0.0,0.0,0,1,1,0.15,21,12,0,3,0,18.75,2020,reg,144000,149500
4844,bryan acosta,DAL,M,11,10,759,0,2,17,8,0,0/0,0,0,0.0,0.0,0,1,1,0.24,23,8,1,2,1,47.06,2020,reg,600000,650000
4845,alex muyl,NSH,M,20,15,1152,0,2,17,5,0,0/0,0,0,0.0,0.0,1,0,2,0.16,30,21,2,1,0,29.41,2020,reg,220000,226562
4846,thomas mcnamara,NE,M,18,13,1043,0,2,18,3,0,0/0,0,0,0.0,0.0,1,0,2,0.17,12,17,0,2,0,16.67,2020,reg,175000,175000
4847,jose andres martinez,PHI,M,14,14,1148,0,2,20,3,0,0/0,0,0,0.0,0.0,0,2,0,0.16,31,21,0,7,0,15.0,2020,reg,125000,140125
4848,ryan raposo,VAN,M,15,2,375,0,1,0,0,0,0/0,0,0,0.0,0.0,1,0,1,0.24,3,10,4,1,0,,2020,reg,81375,95375
4849,wyatt omsberg,CHI,D,5,2,185,0,1,0,0,0,0/0,0,0,0.0,0.0,0,1,0,0.49,2,2,0,0,0,,2020,reg,81375,81375
4850,mustafa kizza,MTL,D,1,0,19,0,1,0,0,0,0/0,0,0,0.0,0.0,1,0,1,4.74,0,0,0,0,0,,2020,reg,150000,166800
4851,gordon wild,LA,F,3,0,30,0,1,0,0,0,0/0,0,0,0.0,0.0,0,1,0,3.0,1,2,1,0,0,,2020,reg,81375,81375
4852,andy najar,LAFC,D,8,1,180,0,1,0,0,0,0/0,0,0,0.0,0.0,0,1,0,0.5,4,1,1,1,0,,2020,reg,200000,200000
4853,chris cadden,CLB,D-M,8,3,353,0,1,0,0,0,0/0,0,0,0.0,0.0,1,1,0,0.25,4,4,0,1,0,,2020,reg,240000,240000
4854,greg garza,CIN,D,9,7,512,0,1,1,0,0,0/0,0,0,0.0,0.0,0,0,1,0.18,5,5,0,1,0,0.0,2020,reg,320000,320000
4855,dom dwyer,ORL,F,2,2,124,0,1,1,0,0,0/0,0,0,0.0,0.0,1,1,0,0.73,7,1,1,0,0,0.0,2020,reg,1452000,1635333
4856,hector jimenez,CLB,M,8,4,376,0,1,1,0,0,0/0,0,0,0.0,0.0,0,0,1,0.24,4,2,0,1,0,0.0,2020,reg,200000,200000
4857,jeremy kelly,COL,D,8,2,246,0,1,1,0,0,0/0,0,0,0.0,0.0,0,0,1,0.37,2,4,0,0,0,0.0,2020,reg,81375,81375
4859,taylor washington,NSH,D,14,2,389,0,1,1,0,0,0/0,0,0,0.0,0.0,1,0,1,0.23,5,3,3,1,0,0.0,2020,reg,81375,81375
4860,amadou dia,SKC,D,12,9,847,0,1,1,0,0,0/0,0,0,0.0,0.0,1,1,0,0.11,10,6,1,3,0,0.0,2020,reg,81375,81375
4862,sean nealis,RBNY,D,6,5,453,0,1,2,0,0,0/0,0,0,0.0,0.0,0,1,0,0.2,7,3,0,2,0,0.0,2020,reg,63547,63547
4863,moses nyeman,DC,M,11,5,490,0,1,2,0,0,0/0,0,0,0.0,0.0,0,0,1,0.18,9,12,0,2,0,0.0,2020,reg,81375,84161
4864,tim parker,RBNY,D,19,18,1620,0,1,2,1,0,0/0,0,0,0.0,0.0,1,1,0,0.06,16,11,1,2,1,50.0,2020,reg,788200,802200
4865,john nelson,DAL,D,11,8,705,0,1,2,1,0,0/0,0,0,0.0,0.0,0,0,1,0.13,0,3,0,0,0,50.0,2020,reg,95000,103000
4866,eric calvillo,SJ,M,6,1,184,0,1,2,1,0,0/0,0,0,0.0,0.0,0,1,0,0.49,2,3,0,0,0,50.0,2020,reg,150000,168000
4867,tony gallacher,TOR,D,9,5,464,0,1,2,0,0,0/0,0,0,0.0,0.0,0,1,0,0.19,1,3,0,0,0,0.0,2020,reg,63547,72000
4868,joel waterman,MTL,D,7,6,549,0,1,2,0,0,0/0,0,0,0.0,0.0,0,1,0,0.16,4,3,0,1,0,0.0,2020,reg,81375,90284
4869,jordan harvey,LAFC,D,11,8,757,0,1,2,0,0,0/0,0,0,0.0,0.0,0,0,1,0.12,12,8,0,4,0,0.0,2020,reg,185000.0,185000
4871,emmanuel boateng,CLB,M,10,3,323,0,1,3,1,0,0/0,0,0,0.0,0.0,0,0,1,0.28,3,3,1,2,0,33.33,2020,reg,275000,275000
4872,jordy delem,SEA,M,17,9,737,0,1,3,0,0,0/0,0,0,0.0,0.0,0,0,1,0.12,13,14,0,2,0,0.0,2020,reg,160000,179000
4873,jorge corrales,MTL,D,14,12,1069,0,1,3,0,0,0/0,0,0,0.0,0.0,0,0,1,0.08,13,16,2,3,0,0.0,2020,reg,81375,81375
4874,roberto puncec,SKC,D,20,18,1675,0,1,3,1,0,0/0,0,0,0.0,0.0,0,0,1,0.05,30,6,0,2,0,33.33,2020,reg,500000,500000
4875,alex roldan,SEA,M,18,3,571,0,1,3,0,0,0/0,0,0,0.0,0.0,0,0,1,0.16,11,7,0,1,0,0.0,2020,reg,81375,81375
4876,auston trusty,COL,D,8,5,525,0,1,3,1,0,0/0,0,0,0.0,0.0,0,1,0,0.17,7,3,0,0,0,33.33,2020,reg,325000,381250
4878,diego palacios,LAFC,D,16,15,1230,0,1,4,0,0,0/0,0,0,0.0,0.0,0,0,1,0.07,14,19,1,2,0,0.0,2020,reg,324000,348000
4879,pablo bonilla,POR,D,12,10,888,0,1,4,0,0,0/0,0,0,0.0,0.0,0,1,0,0.1,17,15,0,4,0,0.0,2020,reg,81375,81375
4880,alistair johnston,NSH,D,18,15,1366,0,1,4,3,0,0/0,0,0,0.0,0.0,1,1,0,0.07,23,8,0,2,1,75.0,2020,reg,63547,63547
4881,joseph mora,DC,D,21,19,1585,0,1,4,0,0,0/0,0,0,0.0,0.0,1,0,1,0.06,16,5,2,3,0,0.0,2020,reg,160000,174250
4882,auro,TOR,D,18,17,1493,0,1,4,3,0,0/0,0,0,0.0,0.0,0,0,1,0.06,19,5,1,5,0,75.0,2020,reg,300000,328750
4884,josh williams,CLB,D,12,11,1021,0,1,4,2,0,0/0,0,0,0.0,0.0,1,1,0,0.09,6,6,0,1,0,50.0,2020,reg,240000,240000
4885,andy rose,VAN,M,13,10,854,0,1,4,2,0,0/0,0,0,0.0,0.0,1,1,0,0.11,6,1,0,2,1,50.0,2020,reg,230000,230000
4888,russell teibert,VAN,M,20,19,1585,0,1,5,4,0,0/0,0,0,0.0,0.0,1,1,0,0.06,14,13,0,3,0,80.0,2020,reg,200000,220000
4890,james sands,NYC,M,16,16,1409,0,1,5,0,0,0/0,0,0,0.0,0.0,0,1,0,0.06,34,30,0,6,0,0.0,2020,reg,125000,125000
4891,kevin paredes,DC,M,17,9,944,0,1,5,3,0,0/0,0,0,0.0,0.0,1,0,1,0.1,17,21,1,1,0,60.0,2020,reg,100000,108000
4892,sean davis,RBNY,M,14,13,1086,0,1,6,2,0,0/0,0,0,0.0,0.0,1,1,0,0.08,15,14,0,1,0,33.33,2020,reg,350000,377500
4893,steven birnbaum,DC,D,10,10,900,0,1,7,0,0,0/0,0,0,0.0,0.0,0,0,1,0.1,16,5,0,1,0,0.0,2020,reg,550000,562500
4894,anton walkes,ATL,D,17,15,1335,0,1,7,3,0,0/0,0,0,0.0,0.0,0,0,1,0.07,4,2,0,2,0,42.86,2020,reg,200000,225063
4895,donny toia,RSL,D,20,19,1674,0,1,7,0,0,0/0,0,0,0.0,0.0,0,1,0,0.05,26,9,0,4,0,0.0,2020,reg,185000,190000
4896,marc rzatkowski,RBNY,M,16,7,698,0,1,7,3,0,0/0,0,0,0.0,0.0,0,0,1,0.13,11,12,1,1,0,42.86,2020,reg,400000,443333
4897,ilie sanchez,SKC,M,15,13,1259,0,1,7,1,0,0/0,0,0,0.0,0.0,0,0,1,0.07,14,9,0,4,0,14.29,2020,reg,900000,900000
4898,chris mavinga,TOR,D,19,17,1515,0,1,7,1,0,0/0,0,0,0.0,0.0,1,1,0,0.06,12,10,0,1,0,14.29,2020,reg,750000,787500
4899,michael bradley,TOR,M,12,11,1060,0,1,7,2,0,0/0,0,0,0.0,0.0,0,1,0,0.08,8,11,0,2,0,28.57,2020,reg,1500000,1500000
4900,matt hedges,DAL,D,19,18,1538,0,1,8,2,0,0/0,0,0,0.0,0.0,0,1,0,0.06,9,3,0,0,0,25.0,2020,reg,750000.0,750000
4901,thiago santos,DAL,M,20,19,1623,0,1,8,0,0,0/0,0,0,0.0,0.0,0,1,0,0.06,41,47,0,8,0,0.0,2020,reg,722728,838182
4902,felipe hernandez,SKC,M,16,8,778,0,1,8,0,0,0/0,0,0,0.0,0.0,0,1,0,0.12,12,7,0,0,0,0.0,2020,reg,63547.0,63547
4903,kyle smith,ORL,D,16,11,1026,0,1,8,5,0,0/0,0,0,0.0,0.0,0,1,0,0.09,25,7,1,2,0,62.5,2020,reg,81375,81375
4904,nick depuy,LA,D,16,15,1409,0,1,9,3,0,0/0,0,0,0.0,0.0,0,0,1,0.06,22,5,0,4,0,33.33,2020,reg,81375,81375
4905,zachary braultguillard,MTL,D,21,19,1789,0,1,10,0,0,0/0,0,0,0.0,0.0,0,0,1,0.05,16,8,1,2,0,0.0,2020,reg,150000,183625
4906,junior moreno,DC,M,20,20,1721,0,1,10,3,0,0/0,0,0,0.0,0.0,0,0,1,0.05,21,9,0,5,1,30.0,2020,reg,160000,169500
4907,leonard owusu,VAN,M,20,14,1301,0,1,10,0,0,0/0,0,0,0.0,0.0,0,1,0,0.07,21,17,0,1,0,0.0,2020,reg,300000,351250
4908,miguel angel navarro,CHI,D,19,10,971,0,1,11,1,0,0/0,0,0,0.0,0.0,0,1,0,0.09,18,13,0,1,0,9.09,2020,reg,81375,128375
4910,robbie robinson,MIA,F,12,4,426,0,1,11,2,0,0/0,0,0,0.0,0.0,0,0,1,0.21,12,9,8,1,0,18.18,2020,reg,100000,145000
4911,yony gonzalez,LA,M,9,7,481,0,1,13,6,0,0/0,0,0,0.0,0.0,0,0,1,0.19,6,20,2,0,0,46.15,2020,reg,1266667,1270667
4912,brandon bye,NE,D,22,18,1636,0,1,13,2,0,0/0,0,0,0.0,0.0,0,1,0,0.06,16,11,1,2,0,15.38,2020,reg,135000,142938
4913,tanner tessmann,DAL,M,19,9,1001,0,1,16,4,0,0/0,0,0,0.0,0.0,0,1,0,0.09,7,7,0,0,0,25.0,2020,reg,85000,90125
4914,aaron herrera,RSL,D,20,20,1796,0,1,17,2,0,0/0,0,0,0.0,0.0,0,1,0,0.05,27,10,0,6,0,11.76,2020,reg,275000.0,303794
4915,elliot collier,CHI,F,21,2,519,0,1,20,7,0,0/0,0,0,0.0,0.0,0,1,0,0.17,11,4,2,0,0,35.0,2020,reg,81375,81375
4916,mark segbers,LFC,D,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2020,reg,81375,81375
4917,luis argudo,MCF,M,1,0,11,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,1,0,0,0,0,,2020,reg,81375,81375
4918,kevin partida,MIN,M,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2020,reg,81375,81375
4919,georges mukumbilwa,VAN,D-M,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2020,reg,63547,63547
4920,juan pablo torres,NYC,M,2,0,2,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2020,reg,130000,144500
4921,griffin dorsey,TOR,M,1,0,4,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,1,0,0,0,,2020,reg,100000,119000
4922,aboubacar keita,CLB,D,11,10,942,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,6,12,1,1,0,,2020,reg,100000,100000
4923,denso ulysse,MIA,D,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2020,reg,63547,63547
4924,patrick metcalfe,VAN,M,7,2,200,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,2,4,0,0,0,,2020,reg,63547,63547
4925,julian dunn,TOR,D,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2020,reg,81375,81375
4926,noble okello,TOR,M,1,0,22,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,1,0,0,0,0,,2020,reg,81375,93190
4928,jj williams,ATL,F,1,0,6,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,1,,2020,reg,110000,144750
4930,hassan ndam,CIN,D,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2020,reg,81375,81375
4931,eddie munjoma,DAL,D,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2020,reg,63547,63547
4932,milan iloski,RSL,F,1,0,1,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2020,reg,81375,82875
4933,lagos kunga,ATL,F,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2020,reg,81375,84375
4934,niki jackson,COL,F,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2020,reg,81375,81375
4937,matt hundley,COL,F,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2020,reg,81375.0,90375
4938,blake bodily,POR,M,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2020,reg,63547,63547
4939,david loera,ORL,M,2,0,15,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,1,0,0,0,,2020,reg,90000,92500
4940,matej oravec,PHI,M,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2020,reg,240000,254500
4941,grant lillard,CLB,D,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2020,reg,110000,112500
4942,christian makoun,MIA,D,4,2,187,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,1,1,0,0,0,,2020,reg,150000,150000
4943,jeremiah gutjahr,CHI,M,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2020,reg,63547.0,63547
4944,kortne ford,COL,D,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2020,reg,120000,120000
4945,francis atuahene,DAL,F,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2020,reg,145000,174000
4946,patrick seagrist,RBNY,D,3,3,246,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,4,0,0,1,0,,2020,reg,63547,67179
4947,chris lema,RBNY,M,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2020,reg,63547,63547
4950,shamit shome,MTL,M,12,4,282,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,3,2,0,0,0,,2020,reg,150000,177500
4951,isaac angking,NE,M,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2020,reg,81375,86375
4952,luis arriaga,RSL,F,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2020,reg,73763,73763
4953,marcelo palomino,HOU,M,3,0,21,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,2,0,0,0,,2020,reg,63547,63547
4954,nicolas firmino,NE,M,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2020,reg,81375,85042
4955,wilson harris,SKC,F,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2020,reg,63547.0,67399
4956,alvin jones,RSL,D,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2020,reg,81375,81375
4958,tommy mccabe,CIN,M,1,0,12,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2020,reg,63547,63547
4959,foster langsdorf,MIN,M,1,0,10,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2020,reg,81375,81375
4960,renzo zambrano,POR,M,5,1,98,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,4,3,0,1,0,,2020,reg,81375,81375
4961,janio bikel,VAN,D,12,12,948,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,25,18,0,5,1,,2020,reg,350000,388750
4962,george acosta,MIA,M,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2020,reg,81375,81375
4963,justin dhillon,SEA,F,1,0,5,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2020,reg,81375,81375
4964,josue colman,ORL,M,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2020,reg,700000,700000
4965,danilo acosta,LA,D,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2020,reg,81375,81375
4968,andrew carleton,ATL,M,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2020,reg,100000,112400
4970,noah billingsley,MIN,D,1,0,6,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2020,reg,63547,63547
4971,pablo aranguiz,DAL,M,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2020,reg,460000,520000
4972,tanner dieterich,NSH,M,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2020,reg,63547,63547
4973,jack skahan,SJ,M,1,0,11,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,1,0,0,0,0,,2020,reg,63547,63547
4974,gedion zelalem,NYC,M,1,0,14,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2020,reg,63547,63547
4976,luke mulholland,RSL,M,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2020,reg,81375,81375
4977,alex de john,ORL,D,6,0,54,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,1,0,0,0,,2020,reg,100000,105500
4978,michael salazar,HOU,F,1,0,12,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,1,0,0,1,0,,2020,reg,81375,81375
4979,caleb stanko,CIN,M,13,5,470,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,16,6,0,3,0,,2020,reg,429000,482333
4980,ken tribbett,NSH,D,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2020,reg,81375,81375
4982,andrew farrell,NE,D,20,19,1711,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,9,15,0,2,0,,2020,reg,237192,322192
4983,eriq zavaleta,TOR,D,5,3,282,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2020,reg,275004,296962
4984,sebastien ibeagha,NYC,D,7,2,282,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,3,1,0,1,0,,2020,reg,100000.0,127125
4985,waylon francis,CLB,D,4,2,196,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,2,2,0,0,0,,2020,reg,200000,239167
4986,james musa,MIN,D-M,6,2,155,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,5,0,0,1,0,,2020,reg,81375,87545
4987,jordan hamilton,CLB,F,2,0,13,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,2,0,1,0,0,,2020,reg,81375.0,81375
4988,jerome kiesewetter,MIA,F,2,0,23,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2020,reg,81375,81375
4989,darren mattocks,CIN,F,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2020,reg,520000,520000
4990,ashtone morgan,RSL,D,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2020,reg,81375,81375
4991,brayan beckeles,NSH,D,2,1,72,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,2,0,0,2,0,,2020,reg,225000,242500
4992,oriol rosell,ORL,M-D,8,8,585,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,16,3,0,2,0,,2020,reg,425000,425000
4993,jimmy mclaughlin,CIN,M,1,0,1,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2020,reg,81375,81375
4994,vito wormgoor,CLB,D,2,2,107,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,2,1,0,1,0,,2020,reg,315000,392875
4995,aurelien collin,PHI,D,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2020,reg,200000,200000
4996,antonio mlinar delamea,NE,D,5,4,319,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,1,0,0,0,,2020,reg,450000,450000
4997,seth sinovic,NE,D,1,0,13,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2020,reg,145000,153000
4999,aj delagarza,MIA,D,5,5,427,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,7,3,1,0,0,,2020,reg,287500,287500
5002,felipe gutierrez,SKC,M,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2020,reg,1600000,1650000
5003,steven beitashour,COL,D,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2020,reg,110000,135500
5004,jack maher,NSH,D,3,2,127,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,1,0,0,0,,2020,reg,100000,134000
5005,sebastian anderson,COL,D,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2020,reg,75000,76667
5006,edwin cerrillo,DAL,M,2,0,17,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2020,reg,85000,100000
5007,thomas roberts,DAL,M,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2020,reg,120000,133000
5008,george campbell,ATL,D,1,0,46,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,2,0,0,0,0,,2020,reg,70000,70000
5009,clement bayiha,MTL,M,4,1,66,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,2,0,0,0,0,,2020,reg,71250,76625
5010,mathieu choiniere,MTL,M,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2020,reg,95000,104238
5011,jacob akanyirige,SJ,D,1,1,69,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2020,reg,85000,87000
5012,gilbert fuentes,SJ,M,1,0,5,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2020,reg,140000,158750
5014,nicholas slonina,CHI,D,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2020,reg,63547,64797
5015,john tolkin,RBNY,D,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2020,reg,63547,68547
5016,damian rivera,NE,M,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2020,reg,63547,63547
5017,alfonso ocampochavez,SEA,F,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2020,reg,63547,78047
5018,erik mccue,HOU,D,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2020,reg,63547,63547
5020,julian vazquez,RSL,F,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2020,reg,72500,72500
5021,justin haak,NYC,M,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2020,reg,63547.0,63547
5022,joe scally,NYC,D,4,1,70,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,2,1,0,1,0,,2020,reg,81375,103192
5023,ema twumasi,DAL,F,4,0,35,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,1,0,0,0,0,,2020,reg,165000,211900
5024,kyle adams,HOU,D,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2020,reg,63547,63547
5025,alexander alvarado,ORL,F,2,0,25,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,1,2,0,0,0,,2020,reg,220000,220000
5026,tayvon gray,NYC,D,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2020,reg,63547,83334
5027,diedie traore,LA,D,6,0,85,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,4,5,0,0,0,,2020,reg,63547,63547
5028,jack de vries,PHI,M-F,4,0,12,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,1,0,0,0,0,,2020,reg,100000,115556
5029,cole turner,PHI,M,1,0,3,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2020,reg,81375,84375
5030,tyler freeman,SKC,F,0,0,0,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,,2020,reg,81375,83875
5031,danny leyva,SEA,M,2,1,56,0,0,0,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,1,0,0,0,0,,2020,reg,63547,83052
